ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8517,A,Ship,3,ok,165,2,medium,M,1,4768,no
8518,B,Ship,4,good,183,4,low,F,6,4562,yes
8519,C,Ship,4,good,161,3,low,M,2,5257,no
8520,F,Ship,2,worst,238,2,low,F,4,4992,no
8521,D,Ship,3,excellent,191,4,low,M,4,4008,yes
8522,F,Ship,3,bad,165,3,low,M,6,5642,no
8523,A,Ship,3,excellent,233,2,medium,M,1,4913,no
8524,B,Ship,4,worst,234,2,medium,M,4,5066,yes
8525,C,Ship,4,worst,252,3,medium,M,4,5540,no
8526,F,Ship,3,worst,155,3,low,F,9,5539,no
8527,D,Ship,3,excellent,269,8,medium,M,8,4462,no
8528,F,Ship,4,excellent,224,2,low,M,8,5871,no
8529,A,Ship,5,ok,230,3,medium,F,7,4844,no
8530,B,Ship,4,excellent,253,3,low,F,9,4205,no
8531,C,Ship,5,bad,181,3,low,M,4,4323,no
8532,F,Ship,4,bad,233,4,high,F,1,4316,no
8533,D,Ship,4,worst,243,5,medium,F,1,4624,yes
8534,F,Ship,5,good,271,2,medium,F,6,4801,yes
8535,A,Ship,4,ok,134,4,low,F,5,4507,yes
8536,B,Ship,3,excellent,154,10,high,F,10,5282,yes
8537,C,Ship,6,worst,222,8,low,M,2,4914,no
8538,F,Ship,3,good,251,10,medium,F,2,4336,yes
8539,D,Ship,4,ok,239,3,low,M,10,4020,no
8540,F,Ship,5,good,211,3,low,M,9,4908,no
8541,A,Ship,3,good,195,10,low,M,5,5950,yes
8542,B,Ship,4,good,224,10,medium,F,9,4149,no
8543,C,Ship,4,excellent,144,8,medium,F,2,4956,yes
8544,F,Ship,4,bad,167,4,high,M,5,5250,no
8545,D,Ship,3,worst,188,4,medium,F,8,5884,yes
8546,F,Ship,2,good,245,2,medium,F,3,5850,yes
8547,A,Ship,2,excellent,212,2,high,F,3,4389,no
8548,B,Ship,3,ok,240,3,low,F,5,4888,yes
8549,C,Ship,5,bad,226,5,medium,M,5,1323,no
8550,F,Ship,6,excellent,278,4,low,M,2,1167,yes
8551,D,Ship,4,bad,232,5,medium,F,4,1783,no
8552,F,Ship,6,ok,287,4,low,M,3,1824,no
8553,A,Ship,4,good,228,5,low,F,1,1788,yes
8554,B,Ship,5,good,232,5,low,M,10,1512,no
8555,C,Ship,6,excellent,308,4,low,M,8,1164,yes
8556,F,Ship,7,good,287,4,low,M,9,1667,yes
8557,D,Ship,6,good,246,4,medium,M,3,1852,no
8558,F,Ship,4,excellent,262,6,low,M,10,1156,no
8559,A,Ship,6,worst,275,4,low,M,7,1767,no
8560,B,Ship,5,worst,236,5,medium,F,3,1699,no
8561,C,Ship,5,good,221,6,medium,M,6,1488,yes
8562,F,Ship,5,worst,271,5,low,F,5,1869,yes
8563,D,Ship,4,good,229,5,low,M,7,1049,yes
8564,F,Ship,3,bad,177,2,high,M,9,4648,no
8565,A,Ship,3,bad,193,2,low,M,3,4799,yes
8566,B,Ship,3,good,165,2,medium,M,1,5745,no
8567,C,Ship,4,excellent,183,4,low,M,3,5881,no
8568,F,Ship,4,bad,161,3,low,F,8,4382,no
8569,D,Ship,2,excellent,238,2,low,F,6,5325,yes
8570,F,Ship,3,excellent,191,4,low,M,2,5177,yes
8571,A,Ship,3,worst,165,3,low,M,10,5823,no
8572,B,Ship,3,excellent,233,2,medium,F,2,4193,no
8573,C,Ship,4,good,234,2,medium,F,8,5744,no
8574,F,Ship,4,ok,252,3,medium,F,10,5802,yes
8575,D,Ship,3,bad,155,3,low,M,1,5731,yes
8576,F,Ship,3,worst,269,8,medium,F,4,4290,no
8577,A,Ship,4,worst,224,2,low,F,6,4454,yes
8578,B,Ship,5,good,230,3,medium,M,6,4257,no
8579,C,Ship,4,excellent,253,3,low,F,1,5402,no
8580,F,Ship,5,worst,181,3,low,F,3,5118,no
8581,D,Ship,4,bad,233,4,high,F,6,5256,no
8582,F,Ship,4,good,243,5,medium,M,10,4356,no
8583,A,Ship,5,excellent,271,2,medium,M,6,4788,yes
8584,B,Ship,4,ok,134,4,low,M,8,4879,yes
8585,C,Ship,3,bad,154,10,high,F,8,5811,yes
8586,F,Ship,6,good,222,8,low,F,1,5808,yes
8587,D,Ship,3,excellent,251,10,medium,M,9,5962,no
8588,F,Ship,4,excellent,239,3,low,M,6,5154,yes
8589,A,Ship,5,worst,211,3,low,M,7,5594,yes
8590,B,Ship,3,bad,195,10,low,F,9,4256,no
8591,C,Ship,4,excellent,224,10,medium,F,7,4521,yes
8592,F,Ship,4,good,144,8,medium,M,6,4390,yes
8593,D,Ship,4,worst,167,4,high,M,7,5264,no
8594,F,Ship,3,ok,188,4,medium,M,1,4296,yes
8595,A,Ship,2,good,245,2,medium,F,10,5389,no
8596,B,Ship,2,worst,212,2,high,F,8,4128,no
8597,C,Ship,3,excellent,240,3,low,F,6,5642,no
8598,F,Ship,5,worst,226,5,medium,M,3,1409,no
8599,D,Ship,6,ok,278,4,low,F,9,1368,no
8600,F,Ship,4,worst,232,5,medium,M,8,1943,no
8601,A,Ship,6,excellent,287,4,low,M,8,1465,no
8602,B,Ship,4,excellent,228,5,low,M,5,1373,yes
8603,C,Ship,5,excellent,232,5,low,M,1,1127,no
8604,F,Ship,6,excellent,308,4,low,M,4,1202,no
8605,D,Road,7,worst,287,4,low,M,1,1660,no
8606,F,Road,6,excellent,246,4,medium,M,2,1581,no
8607,A,Road,4,worst,262,6,low,F,3,1830,yes
8608,B,Road,6,excellent,275,4,low,F,6,1872,no
8609,C,Road,5,ok,236,5,medium,M,10,1630,no
8610,F,Road,5,bad,221,6,medium,M,4,1952,yes
8611,D,Road,5,good,228,5,low,F,9,1549,yes
8612,F,Road,4,excellent,234,5,low,F,1,1991,yes
8613,A,Road,5,worst,242,5,low,M,9,1767,no
8614,B,Road,7,worst,307,4,low,F,8,1339,no
8615,C,Road,6,ok,260,4,low,M,4,1358,no
8616,F,Road,4,excellent,239,5,low,M,7,1380,no
8617,D,Road,6,good,305,4,low,F,1,1384,no
8618,F,Road,5,bad,254,6,low,F,5,1951,no
8619,A,Road,2,worst,258,5,low,F,9,1548,yes
8620,B,Road,5,ok,267,6,low,M,10,1027,no
8621,C,Road,4,bad,246,5,low,F,10,1720,no
8622,F,Road,4,bad,246,5,low,M,9,1206,yes
8623,D,Road,4,bad,261,5,medium,M,5,1073,yes
8624,F,Road,5,worst,239,5,low,F,6,1815,no
8625,A,Road,5,ok,245,5,low,M,8,1471,no
8626,B,Road,5,ok,237,5,medium,F,2,1869,yes
8627,C,Flight,7,ok,307,4,low,M,1,1793,yes
8628,F,Flight,5,bad,252,5,low,F,10,1568,no
8629,D,Flight,5,excellent,225,5,low,M,7,1168,no
8630,F,Flight,6,good,258,4,low,F,7,1726,yes
8631,A,Flight,7,worst,254,4,medium,M,6,1279,yes
8632,B,Flight,5,ok,232,5,low,F,1,1835,yes
8633,C,Flight,7,worst,255,4,medium,F,3,1450,no
8634,F,Flight,5,worst,235,5,low,F,10,1920,no
8635,D,Flight,7,excellent,269,4,medium,M,2,1592,no
8636,F,Flight,6,bad,243,4,low,M,4,1768,no
8637,A,Flight,7,bad,253,4,low,M,1,1294,yes
8638,B,Flight,5,worst,266,5,medium,F,2,1798,no
8639,C,Flight,5,ok,154,4,low,F,3,1066,yes
8640,F,Flight,4,ok,245,5,low,M,4,1470,no
8641,D,Flight,4,excellent,275,5,medium,F,8,1093,yes
8642,F,Flight,6,worst,261,4,medium,M,10,1290,yes
8643,A,Flight,4,excellent,273,5,low,M,2,1441,no
8644,B,Flight,6,good,303,5,low,M,5,1195,yes
8645,C,Flight,5,worst,255,5,low,M,3,1574,yes
8646,F,Flight,4,good,225,5,low,F,1,1476,yes
8647,D,Flight,4,excellent,233,6,low,M,8,1176,no
8648,F,Flight,6,worst,285,4,low,F,3,1448,yes
8649,A,Ship,5,excellent,272,4,medium,M,10,1383,yes
8650,B,Ship,7,excellent,273,4,medium,M,9,1329,yes
8651,C,Ship,4,ok,253,6,low,F,4,1788,yes
8652,F,Ship,6,bad,279,4,medium,F,4,1148,no
8653,D,Ship,4,bad,235,5,low,M,8,1021,no
8654,F,Ship,4,worst,255,5,low,F,9,1793,yes
8655,A,Ship,7,excellent,301,4,low,F,7,1727,no
8656,B,Ship,7,worst,245,4,medium,M,4,1653,yes
8657,C,Ship,7,excellent,265,4,low,F,1,1601,no
8658,F,Ship,4,good,252,5,medium,M,2,1995,yes
8659,D,Ship,6,worst,281,4,medium,M,2,1592,no
8660,F,Ship,6,bad,269,4,medium,F,10,1166,no
8661,A,Ship,4,bad,271,5,medium,M,4,1633,yes
8662,B,Ship,5,bad,239,5,medium,F,6,1365,yes
8663,C,Ship,7,excellent,293,4,low,F,2,1080,yes
8664,F,Ship,4,worst,165,5,medium,F,1,4170,yes
8665,D,Ship,3,ok,202,4,low,F,9,4917,no
8666,F,Ship,4,good,201,3,low,F,2,5385,no
8667,A,Ship,5,excellent,161,3,low,F,5,4702,no
8668,B,Ship,5,excellent,193,3,low,F,3,5037,no
8669,C,Ship,3,worst,152,3,low,M,1,4949,yes
8670,F,Ship,4,good,189,2,medium,M,3,5837,yes
8671,D,Ship,3,worst,159,3,low,M,10,4784,yes
8672,F,Ship,5,worst,259,3,low,M,1,5725,no
8673,A,Ship,3,bad,224,3,medium,M,8,5869,no
8674,B,Ship,4,good,172,2,medium,F,3,5538,yes
8675,C,Ship,4,excellent,148,3,medium,F,5,5216,no
8676,F,Ship,4,ok,274,3,medium,F,8,4276,no
8677,D,Ship,3,worst,207,4,low,F,9,5889,no
8678,F,Ship,4,excellent,159,5,medium,F,2,5654,yes
8679,A,Ship,3,worst,198,3,low,M,3,4965,yes
8680,B,Ship,4,excellent,196,2,medium,F,3,5505,no
8681,C,Ship,5,worst,137,2,low,M,9,4580,yes
8682,F,Ship,3,ok,192,3,medium,M,4,5479,no
8683,D,Ship,3,good,214,3,low,F,1,5722,no
8684,F,Ship,6,ok,267,4,medium,M,2,5917,yes
8685,A,Ship,3,excellent,205,3,medium,F,9,4565,yes
8686,B,Ship,2,good,102,4,medium,F,6,5421,no
8687,C,Ship,3,bad,150,2,medium,M,5,5264,no
8688,F,Ship,5,worst,176,3,low,M,3,5919,no
8689,D,Ship,3,ok,169,3,high,M,1,4647,no
8690,F,Ship,4,good,151,3,medium,F,5,4732,no
8691,A,Ship,3,excellent,243,3,low,M,1,4623,no
8692,B,Ship,4,bad,150,2,low,F,2,5301,no
8693,C,Ship,4,ok,229,2,low,M,6,4226,yes
8694,F,Ship,6,bad,164,4,low,M,6,5264,no
8695,D,Ship,3,excellent,220,3,low,F,9,5672,yes
8696,F,Ship,3,worst,187,3,medium,M,7,4607,no
8697,A,Ship,5,good,255,3,low,F,1,5775,yes
8698,B,Ship,5,good,252,3,medium,M,2,4162,no
8699,C,Ship,5,excellent,242,4,medium,F,2,5359,no
8700,F,Ship,3,worst,162,3,low,M,7,5073,no
8701,D,Ship,3,bad,219,3,medium,M,1,4918,yes
8702,F,Ship,4,bad,248,3,low,M,2,5028,yes
8703,A,Ship,4,ok,228,3,medium,F,1,5408,yes
8704,B,Ship,4,good,149,2,medium,F,2,5881,no
8705,C,Ship,3,excellent,206,3,medium,F,9,5751,no
8706,F,Ship,3,worst,204,3,medium,M,4,4619,yes
8707,D,Ship,5,ok,222,4,medium,M,2,4060,no
8708,F,Ship,3,excellent,248,2,medium,M,1,4108,yes
8709,A,Ship,3,ok,225,3,medium,F,7,4961,yes
8710,B,Ship,3,bad,244,2,high,F,9,4142,no
8711,C,Ship,2,ok,184,4,medium,M,3,4719,no
8712,F,Ship,4,excellent,223,3,low,M,9,5649,yes
8713,D,Ship,4,bad,133,6,medium,F,9,4879,no
8714,F,Ship,4,ok,164,4,medium,M,1,4257,no
8715,A,Ship,3,excellent,222,4,medium,F,9,4247,no
8716,B,Ship,2,worst,198,2,low,M,8,4323,no
8717,C,Ship,5,excellent,198,3,low,F,5,4754,yes
8718,F,Ship,5,worst,193,6,medium,F,4,5964,no
8719,D,Ship,5,worst,149,3,low,F,9,5173,yes
8720,F,Ship,4,good,265,4,medium,F,6,4607,yes
8721,A,Ship,3,ok,187,2,low,F,7,4859,no
8722,B,Ship,4,excellent,198,2,medium,F,9,4108,no
8723,C,Ship,3,good,177,3,medium,F,1,4965,no
8724,F,Ship,5,ok,255,4,low,F,5,5870,no
8725,D,Ship,3,bad,141,2,medium,F,7,5231,no
8726,F,Ship,3,bad,180,2,medium,F,4,4758,yes
8727,A,Ship,3,good,254,3,high,M,4,5830,yes
8728,B,Ship,2,ok,211,2,medium,M,2,4611,no
8729,C,Ship,3,good,238,2,medium,M,7,5974,no
8730,F,Ship,4,good,239,3,medium,M,6,5632,no
8731,D,Ship,4,ok,175,2,medium,M,3,4961,yes
8732,F,Ship,5,bad,238,2,low,M,5,5703,no
8733,A,Ship,6,good,268,4,medium,M,5,4126,yes
8734,B,Ship,4,excellent,142,2,medium,M,10,5428,yes
8735,C,Ship,3,bad,186,2,medium,M,3,5712,no
8736,F,Ship,4,ok,154,3,medium,F,4,4867,yes
8737,D,Ship,4,good,229,2,low,F,9,5672,yes
8738,F,Ship,3,good,264,3,low,M,8,4575,yes
8739,A,Ship,4,ok,196,3,medium,F,8,5541,no
8740,B,Ship,5,bad,169,2,medium,M,4,6000,yes
8741,C,Ship,3,excellent,168,3,low,M,8,5877,no
8742,F,Road,3,good,226,2,high,F,8,5793,no
8743,D,Road,5,good,189,2,low,F,4,5575,yes
8744,F,Road,4,good,183,2,low,F,7,4572,yes
8745,A,Road,3,worst,228,2,low,F,7,4977,no
8746,B,Road,3,bad,260,2,low,M,7,5553,yes
8747,C,Road,4,bad,112,2,medium,F,8,4599,no
8748,F,Road,5,excellent,221,3,medium,M,9,5295,no
8749,D,Road,4,excellent,258,3,low,M,8,4046,yes
8750,F,Road,4,bad,133,3,medium,F,5,5950,no
8751,A,Road,3,worst,139,3,low,F,4,4666,no
8752,B,Road,5,worst,251,4,medium,M,10,5931,no
8753,C,Road,5,worst,258,3,high,M,3,4908,no
8754,F,Road,4,bad,229,2,medium,F,7,4855,yes
8755,D,Road,6,good,220,4,low,M,5,5465,yes
8756,F,Road,5,ok,160,3,low,F,10,4416,yes
8757,A,Road,3,worst,154,3,medium,M,4,4631,no
8758,B,Road,5,ok,197,5,low,F,1,5581,no
8759,C,Road,4,good,141,3,low,M,10,4289,no
8760,F,Road,3,bad,199,2,medium,F,7,5531,yes
8761,D,Road,4,ok,187,6,low,F,9,5872,no
8762,F,Road,3,good,136,3,medium,M,6,4631,no
8763,A,Road,3,good,232,5,medium,M,9,5759,no
8764,B,Flight,3,bad,257,2,low,F,9,5085,yes
8765,C,Flight,4,worst,156,2,medium,M,4,5225,no
8766,F,Flight,3,excellent,179,3,low,M,2,4913,no
8767,D,Flight,5,excellent,182,3,low,F,9,5388,no
8768,F,Flight,4,good,209,6,low,F,7,4852,no
8769,A,Flight,5,excellent,137,3,medium,F,5,4814,no
8770,B,Flight,5,bad,174,5,medium,M,8,4656,no
8771,C,Flight,3,good,251,3,medium,M,5,5608,yes
8772,F,Flight,5,good,220,2,medium,M,8,5073,no
8773,D,Flight,3,ok,196,4,low,F,9,5631,yes
8774,F,Flight,3,worst,162,3,medium,F,10,5726,no
8775,A,Flight,4,bad,242,2,medium,F,8,5243,yes
8776,B,Flight,4,ok,226,3,medium,M,10,5305,no
8777,C,Flight,3,worst,101,3,medium,M,7,4275,yes
8778,F,Flight,5,bad,226,3,medium,F,1,5451,no
8779,D,Flight,5,ok,280,6,high,M,5,4585,no
8780,F,Flight,4,bad,257,2,high,M,3,4108,yes
8781,A,Flight,5,excellent,185,5,low,M,5,4078,no
8782,B,Flight,3,bad,199,3,low,F,8,5431,no
8783,C,Flight,3,bad,273,3,high,M,8,5754,yes
8784,F,Flight,4,excellent,229,4,medium,F,6,4157,no
8785,D,Flight,3,ok,199,3,medium,F,1,4006,yes
8786,F,Ship,3,worst,151,3,low,F,7,4072,no
8787,A,Ship,5,worst,213,2,high,F,10,5607,yes
8788,B,Ship,3,good,151,3,medium,F,3,4938,no
8789,C,Ship,4,bad,212,3,low,M,5,5413,no
8790,F,Ship,4,ok,175,3,low,F,9,4840,yes
8791,D,Ship,3,ok,182,4,low,F,2,4746,yes
8792,F,Ship,5,bad,211,2,medium,F,2,5077,no
8793,A,Ship,3,worst,160,3,medium,F,5,5524,no
8794,B,Ship,3,excellent,268,2,medium,F,10,5895,no
8795,C,Ship,3,excellent,188,4,medium,M,3,4033,no
8796,F,Ship,3,bad,234,3,medium,M,5,4757,yes
8797,D,Ship,5,worst,151,4,low,M,5,4549,no
8798,F,Ship,3,ok,150,2,medium,M,9,4100,no
8799,A,Ship,3,excellent,268,3,low,F,6,4172,yes
8800,B,Ship,2,good,248,3,low,F,7,4142,no
8801,C,Ship,3,ok,232,2,medium,F,8,5544,yes
8802,F,Ship,5,bad,164,3,medium,F,6,4302,no
8803,D,Ship,3,ok,211,3,medium,M,3,5379,yes
8804,F,Ship,3,excellent,195,2,medium,F,9,5832,no
8805,A,Ship,4,excellent,208,2,low,F,4,5831,no
8806,B,Ship,3,worst,176,2,medium,F,4,5726,no
8807,C,Ship,5,bad,258,3,medium,F,8,4921,no
8808,F,Ship,4,good,224,3,medium,F,1,4231,no
8809,D,Ship,4,good,263,3,medium,M,1,5283,yes
8810,F,Ship,3,worst,203,10,medium,F,7,5917,yes
8811,A,Ship,4,good,266,7,medium,F,10,5901,no
8812,B,Ship,6,worst,189,3,medium,F,9,5316,no
8813,C,Ship,3,worst,242,8,medium,F,8,5401,no
8814,F,Ship,4,bad,265,4,medium,F,3,4120,yes
8815,D,Ship,3,bad,138,10,low,M,1,5721,yes
8816,F,Ship,4,good,268,3,low,F,9,4118,yes
8817,A,Ship,4,ok,211,7,high,M,9,5652,yes
8818,B,Ship,6,ok,137,8,low,F,6,5992,yes
8819,C,Ship,4,excellent,234,5,low,F,2,1087,yes
8820,F,Ship,5,good,242,5,low,M,1,1571,yes
8821,D,Ship,7,bad,307,4,low,M,8,1551,no
8822,F,Ship,6,worst,260,4,low,F,6,1766,no
8823,A,Ship,4,good,239,5,low,F,6,1239,no
8824,B,Ship,6,bad,305,4,low,F,9,1567,no
8825,C,Ship,5,bad,254,6,low,M,5,1885,no
8826,F,Ship,2,worst,258,5,low,M,10,1221,yes
8827,D,Ship,5,ok,267,6,low,F,8,1421,yes
8828,F,Ship,4,ok,246,5,low,M,7,1134,no
8829,A,Ship,4,ok,246,5,low,F,1,1673,yes
8830,B,Ship,4,good,261,5,medium,F,2,1690,yes
8831,C,Ship,5,excellent,239,5,low,M,6,1887,yes
8832,F,Ship,5,excellent,245,5,low,M,5,1381,yes
8833,D,Ship,5,worst,237,5,medium,F,8,1150,yes
8834,F,Ship,7,ok,307,4,low,F,1,1589,yes
8835,A,Ship,5,good,252,5,low,M,2,1847,yes
8836,B,Ship,5,bad,225,5,low,M,5,1015,no
8837,C,Ship,6,good,258,4,low,M,9,1104,no
8838,F,Ship,7,excellent,254,4,medium,F,6,1491,yes
8839,D,Ship,5,worst,232,5,low,M,6,1427,no
8840,F,Ship,7,worst,255,4,medium,F,8,1088,yes
8841,A,Ship,5,ok,235,5,low,M,4,1990,no
8842,B,Ship,7,worst,269,4,medium,M,4,1118,yes
8843,C,Ship,3,worst,211,3,medium,M,1,4889,yes
8844,F,Ship,3,good,195,2,medium,F,10,4031,no
8845,D,Ship,4,excellent,208,2,low,M,1,4039,no
8846,F,Ship,3,excellent,176,2,medium,F,8,5597,yes
8847,A,Ship,5,worst,258,3,medium,F,8,5694,no
8848,B,Ship,4,ok,224,3,medium,F,6,5054,yes
8849,C,Ship,4,ok,263,3,medium,M,3,4677,no
8850,F,Ship,3,excellent,203,10,medium,F,1,4996,no
8851,D,Ship,4,good,266,7,medium,M,3,5672,yes
8852,F,Ship,6,ok,189,3,medium,F,3,5062,no
8853,A,Ship,3,worst,242,8,medium,M,4,4943,no
8854,B,Ship,4,bad,265,4,medium,F,10,4575,yes
8855,C,Ship,3,worst,138,10,low,F,4,4496,yes
8856,F,Ship,4,ok,268,3,low,F,10,5998,no
8857,D,Ship,4,worst,211,7,high,M,4,4476,yes
8858,F,Ship,6,good,137,8,low,F,9,4374,yes
8859,A,Ship,4,excellent,234,5,low,F,3,1469,yes
8860,B,Ship,5,worst,242,5,low,F,8,1815,no
8861,C,Ship,7,worst,307,4,low,M,4,1371,yes
8862,F,Ship,6,ok,260,4,low,F,1,1775,no
8863,D,Ship,4,excellent,239,5,low,M,6,1336,no
8864,F,Ship,6,bad,305,4,low,M,2,1196,no
8865,A,Ship,5,worst,254,6,low,M,1,1021,no
8866,B,Ship,2,ok,258,5,low,F,6,1727,no
8867,C,Ship,5,worst,267,6,low,M,3,1803,no
8868,F,Ship,4,excellent,246,5,low,F,2,1024,yes
8869,D,Ship,4,ok,246,5,low,M,5,1395,no
8870,F,Ship,4,good,261,5,medium,F,2,1829,no
8871,A,Ship,5,ok,239,5,low,M,10,1784,no
8872,B,Ship,5,excellent,245,5,low,M,10,1289,yes
8873,C,Ship,5,ok,237,5,medium,F,4,1567,no
8874,F,Ship,7,worst,307,4,low,M,2,1983,no
8875,D,Ship,5,worst,252,5,low,M,4,1308,no
8876,F,Ship,5,good,225,5,low,F,6,2000,no
8877,A,Ship,6,ok,281,4,medium,F,8,1884,no
8878,B,Ship,6,excellent,269,4,medium,F,7,1249,yes
8879,C,Road,4,worst,271,5,medium,F,3,1328,no
8880,F,Road,5,bad,239,5,medium,F,6,1310,yes
8881,D,Road,7,excellent,308,4,medium,M,1,1477,yes
8882,F,Road,6,worst,256,4,low,F,7,1372,yes
8883,A,Road,4,excellent,251,5,medium,F,7,1070,yes
8884,B,Road,5,ok,270,5,medium,M,9,1764,yes
8885,C,Road,6,good,289,4,low,F,1,1656,no
8886,F,Road,6,good,253,4,medium,F,6,1961,no
8887,D,Road,7,ok,305,4,medium,F,5,1198,no
8888,F,Road,3,good,219,6,low,F,2,1837,no
8889,A,Road,4,worst,231,5,medium,F,10,1144,no
8890,B,Road,6,good,298,4,medium,F,8,1437,yes
8891,C,Road,6,excellent,282,4,low,M,4,1035,no
8892,F,Road,5,ok,240,5,low,M,4,1389,no
8893,D,Road,5,bad,223,5,medium,F,6,1883,no
8894,F,Road,4,worst,226,5,low,M,9,1530,no
8895,A,Road,5,excellent,253,5,low,F,4,1482,no
8896,B,Road,6,good,249,4,low,M,2,1516,no
8897,C,Road,6,good,294,4,medium,M,5,1174,no
8898,F,Road,5,worst,225,5,low,M,2,1812,no
8899,D,Road,6,excellent,253,4,low,M,2,1893,yes
8900,F,Road,5,worst,236,5,medium,M,10,1961,no
8901,A,Flight,7,bad,284,4,low,F,1,1085,yes
8902,B,Flight,5,bad,244,5,low,M,1,1875,yes
8903,C,Flight,6,ok,269,4,low,F,4,1948,yes
8904,F,Flight,6,excellent,308,4,low,F,7,1078,no
8905,D,Flight,6,good,270,4,low,F,10,1698,no
8906,F,Flight,5,ok,238,5,low,M,1,1871,yes
8907,A,Flight,4,excellent,295,3,low,F,2,1693,no
8908,B,Flight,2,bad,310,3,low,M,1,1549,yes
8909,C,Flight,6,bad,290,4,medium,M,1,1111,no
8910,F,Flight,7,bad,288,4,high,M,4,1321,no
8911,D,Flight,6,excellent,299,4,low,M,2,1192,no
8912,F,Flight,6,excellent,243,4,low,F,6,1898,yes
8913,A,Flight,5,ok,229,5,low,F,1,1196,no
8914,B,Flight,6,bad,288,4,medium,M,9,1405,yes
8915,C,Flight,6,ok,276,4,low,M,6,1670,yes
8916,F,Flight,7,good,270,4,medium,F,5,1735,no
8917,D,Flight,4,ok,246,5,medium,M,10,1646,yes
8918,F,Flight,5,excellent,269,5,low,M,5,1742,no
8919,A,Flight,5,ok,241,5,low,F,2,1834,yes
8920,B,Flight,4,good,248,5,medium,M,2,1651,no
8921,C,Flight,6,bad,271,4,medium,M,3,1636,no
8922,F,Flight,4,excellent,250,5,medium,M,6,1662,no
8923,D,Ship,5,excellent,229,5,medium,M,2,1975,yes
8924,F,Ship,7,ok,296,4,low,M,4,1392,no
8925,A,Ship,6,worst,307,4,low,F,3,1977,no
8926,B,Ship,7,worst,258,4,low,F,3,1482,no
8927,C,Ship,6,bad,255,4,medium,F,3,1355,no
8928,F,Ship,5,ok,163,3,medium,M,1,1836,no
8929,D,Ship,5,excellent,265,6,low,M,4,1937,yes
8930,F,Ship,4,ok,269,5,low,M,2,1273,yes
8931,A,Ship,6,ok,273,5,low,M,8,1746,yes
8932,B,Ship,5,excellent,257,5,low,M,5,1657,no
8933,C,Ship,6,ok,258,4,medium,M,9,1924,no
8934,F,Ship,5,ok,140,5,medium,F,6,1823,no
8935,D,Ship,5,bad,268,5,medium,F,2,1061,yes
8936,F,Ship,6,good,279,4,low,F,5,1241,no
8937,A,Ship,4,ok,225,5,medium,M,3,1224,no
8938,B,Ship,6,good,296,4,medium,M,5,1782,yes
8939,C,Ship,5,ok,162,4,low,F,6,1968,no
8940,F,Ship,4,ok,208,3,medium,F,7,4525,yes
8941,D,Ship,4,bad,185,2,medium,F,3,5356,no
8942,F,Ship,4,good,270,2,medium,F,6,5221,no
8943,A,Ship,3,worst,266,3,low,F,8,4574,no
8944,B,Ship,4,excellent,148,2,low,M,2,4883,yes
8945,C,Ship,4,excellent,201,3,low,F,1,5898,yes
8946,F,Ship,4,worst,171,2,medium,F,1,5717,no
8947,D,Ship,4,ok,236,3,low,M,1,4752,no
8948,F,Ship,4,good,220,3,low,F,4,5622,no
8949,A,Ship,4,bad,161,4,low,F,9,4713,yes
8950,B,Ship,5,worst,241,3,low,M,7,5342,no
8951,C,Ship,5,good,208,2,low,M,9,4569,no
8952,F,Ship,6,excellent,150,3,medium,M,3,5747,no
8953,D,Ship,4,ok,233,2,medium,F,3,4748,no
8954,F,Ship,2,bad,98,5,medium,M,10,4368,no
8955,A,Ship,3,bad,271,5,low,M,5,4880,no
8956,B,Ship,2,bad,247,3,low,F,4,4686,yes
8957,C,Ship,3,excellent,218,4,low,M,4,5330,no
8958,F,Ship,5,ok,182,4,medium,M,5,4770,yes
8959,D,Ship,4,bad,261,2,medium,F,4,5926,yes
8960,F,Ship,5,worst,167,3,low,M,9,4660,no
8961,A,Ship,3,ok,206,3,low,F,3,5746,yes
8962,B,Ship,6,good,257,6,low,F,7,4265,no
8963,C,Ship,4,ok,185,5,low,F,9,5648,no
8964,F,Ship,5,bad,183,5,high,F,8,4820,no
8965,D,Ship,5,worst,185,3,medium,F,7,4855,yes
8966,F,Ship,3,excellent,178,3,low,F,7,4135,no
8967,A,Ship,4,good,258,3,high,M,10,4958,yes
8968,B,Ship,4,worst,238,4,medium,F,10,4860,no
8969,C,Ship,3,bad,209,2,low,M,9,5203,no
8970,F,Ship,2,ok,260,2,low,F,1,4547,no
8971,D,Ship,4,excellent,247,2,medium,F,9,4656,no
8972,F,Ship,3,ok,261,3,low,M,2,5629,yes
8973,A,Ship,4,excellent,243,4,low,F,1,5328,no
8974,B,Ship,5,worst,160,4,medium,M,5,5841,no
8975,C,Ship,5,bad,203,2,medium,F,2,4712,yes
8976,F,Ship,3,excellent,220,4,low,F,5,5677,no
8977,D,Ship,3,bad,233,3,medium,M,7,5838,no
8978,F,Ship,4,good,101,5,low,F,8,4192,no
8979,A,Ship,5,good,191,4,low,M,8,4566,yes
8980,B,Ship,3,ok,265,3,low,F,10,4093,yes
8981,C,Ship,4,ok,249,3,low,M,4,4811,no
8982,F,Ship,4,good,184,3,low,F,10,5705,yes
8983,D,Ship,5,excellent,182,3,medium,F,10,5060,no
